{0.0,0.0,0.0},
{0.0,-2.457793602134659,20.0},
{-8.192645340448864E-4,-5.489715115160877,20.0},
{-0.0026491695724318452,-8.746838337881155,20.0},
{-0.005564782351725563,-12.00395812158554,20.0},
{-0.00956610172558741,-15.261072346649245,20.0},
{-0.01465312584113716,-18.518179698065477,20.0},
{-0.020825852407158986,-21.775276597234825,20.0},
{-0.028084277939570596,-25.032361017809045,20.0},
{-0.03642839827884027,-28.289426801139467,20.0},
{-0.04585820721255342,-31.54647066097455,20.0},
{-0.05637369743287826,-34.803482030077426,20.0},
{-0.06797485810957073,-38.06045566352262,20.0},
{-0.08066167666407825,-41.31737376430067,20.0},
{-0.09443413458551181,-44.57422862011972,20.0},
{-0.10929221079221835,-47.83099146313264,20.0},
{-0.12523587461326258,-51.087653416331385,20.0},
{-0.14226509241870638,-54.344171998503924,20.0},
{-0.1603798164182077,-57.6005463113346,20.0},
{-0.17957999852198592,-60.856727392105526,20.0},
{-0.19986557431935445,-64.11275983468822,20.0},
{-0.22123649426425054,-67.3686387119239,20.0},
{-0.2436927071682252,-70.62440216443838,20.0},
{-0.26723417455637133,-73.88004988263961,20.0},
{-0.2918608578505846,-77.13560493448134,20.0},
{-0.3175727261620784,-80.39105952348129,20.0},
{-0.34436974600323866,-83.64642266432486,20.0},
{-0.372251886891347,-86.90167291299583,20.0},
{-0.40121911119567893,-90.1568065948725,20.0},
{-0.4312713800606365,-93.41178120342482,20.0},
{-0.4624086404617781,-96.66658016790012,20.0},
{-0.49463083385107814,-99.92112839288849,20.0},
{-0.5279378766487077,-103.17539603571018,20.0},
{-0.5623296753272778,-106.42925974935038,20.0},
{-0.597806095243728,-109.6826831850955,20.0},
{-0.6343669896387598,-112.93548325768114,20.0},
{-0.6720121507246536,-116.1876574171264,20.0},
{-0.7107413698636957,-119.43899449818957,20.0},
{-0.750554368029759,-122.68968874764451,20.0},
{-0.7914509309456405,-125.9397201572394,20.0},
{-0.8334308376647203,-129.1892550031888,20.0},
